"customer_id","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","churn_status","age_group","tenure_band","spend_tier","usage_band","support_calls_band","payment_delay_band","last_interaction_band","risk_label"
49935,59,"Female",55,15,7,30,"Standard","Monthly",108,20,1,"Churned","56-65","Champion (49-60m)","Low (100-299)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49936,46,"Female",21,29,7,27,"Basic","Quarterly",271,12,1,"Churned","46-55","Growing (13-24m)","Low (100-299)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
49937,49,"Female",30,18,0,21,"Premium","Monthly",626,5,1,"Churned","46-55","Established (25-36m)","Mid (500-699)","Moderate (13-18)","No Calls","Very Late (16-22d)","Recent (1-7d)","Medium"
49938,24,"Male",58,11,9,26,"Premium","Quarterly",811,18,1,"Churned","18-25","Champion (49-60m)","Mid-High (700-899)","Low (7-12)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49939,40,"Female",52,9,6,20,"Basic","Quarterly",478,23,1,"Churned","36-45","Champion (49-60m)","Mid-Low (300-499)","Low (7-12)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
49940,18,"Female",59,21,10,29,"Basic","Monthly",781,8,1,"Churned","18-25","Champion (49-60m)","Mid-High (700-899)","High (19-24)","Critical (9-10)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
49941,54,"Male",54,4,8,0,"Basic","Annual",439,27,1,"Churned","46-55","Champion (49-60m)","Mid-Low (300-499)","Very Low (1-6)","High (6-8)","On Time","Neglected (22-30d)","High"
49942,52,"Female",44,5,8,29,"Standard","Quarterly",283,18,1,"Churned","46-55","Loyal (37-48m)","Low (100-299)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49943,63,"Female",24,13,7,17,"Standard","Annual",754,8,1,"Churned","56-65","Growing (13-24m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","High"
49944,50,"Female",25,25,8,19,"Standard","Quarterly",773,9,1,"Churned","46-55","Established (25-36m)","Mid-High (700-899)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","High"
49945,62,"Female",52,20,8,24,"Premium","Quarterly",530,21,1,"Churned","56-65","Champion (49-60m)","Mid (500-699)","High (19-24)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49946,60,"Female",28,2,10,19,"Premium","Quarterly",870,30,1,"Churned","56-65","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
49947,39,"Female",52,3,8,29,"Basic","Monthly",476,20,1,"Churned","36-45","Champion (49-60m)","Mid-Low (300-499)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49948,24,"Female",39,12,6,17,"Standard","Monthly",154,1,1,"Churned","18-25","Loyal (37-48m)","Low (100-299)","Low (7-12)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
49949,55,"Male",36,19,10,22,"Premium","Monthly",475,29,1,"Churned","46-55","Established (25-36m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
49950,18,"Male",37,23,6,30,"Basic","Annual",870,28,1,"Churned","18-25","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
49951,52,"Male",39,27,5,29,"Standard","Quarterly",211,2,1,"Churned","46-55","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","Critical"
49952,54,"Male",27,30,7,18,"Premium","Quarterly",370,3,1,"Churned","46-55","Established (25-36m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
49953,35,"Male",6,1,0,11,"Premium","Annual",534,26,1,"Churned","26-35","Early (1-12m)","Mid (500-699)","Very Low (1-6)","No Calls","Moderately Late (8-15d)","Neglected (22-30d)","Low"
49954,63,"Female",40,2,7,5,"Standard","Monthly",981,11,1,"Churned","56-65","Loyal (37-48m)","High (900-1000)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","High"
49955,35,"Female",35,14,8,25,"Basic","Annual",232,15,1,"Churned","26-35","Established (25-36m)","Low (100-299)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49956,29,"Female",58,22,0,30,"Premium","Annual",337,24,1,"Churned","26-35","Champion (49-60m)","Mid-Low (300-499)","High (19-24)","No Calls","Severely Late (23-30d)","Neglected (22-30d)","Medium"
49957,50,"Male",55,1,7,22,"Basic","Monthly",162,11,1,"Churned","46-55","Champion (49-60m)","Low (100-299)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
49958,32,"Male",50,25,7,23,"Basic","Monthly",935,9,1,"Churned","26-35","Champion (49-60m)","High (900-1000)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
49959,47,"Female",51,17,0,21,"Basic","Quarterly",148,23,1,"Churned","46-55","Champion (49-60m)","Low (100-299)","Moderate (13-18)","No Calls","Very Late (16-22d)","Neglected (22-30d)","Medium"
49960,30,"Male",40,9,9,28,"Standard","Quarterly",853,5,1,"Churned","26-35","Loyal (37-48m)","Mid-High (700-899)","Low (7-12)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
49961,60,"Male",53,19,6,24,"Premium","Monthly",899,30,1,"Churned","56-65","Champion (49-60m)","Mid-High (700-899)","High (19-24)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
49962,24,"Male",53,12,7,23,"Premium","Quarterly",192,20,1,"Churned","18-25","Champion (49-60m)","Low (100-299)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49963,47,"Female",41,21,8,16,"Standard","Quarterly",331,7,1,"Churned","46-55","Loyal (37-48m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
49964,46,"Male",3,2,4,19,"Standard","Annual",196,26,1,"Churned","46-55","Early (1-12m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
49965,31,"Female",3,23,8,21,"Premium","Quarterly",371,15,1,"Churned","26-35","Early (1-12m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","Critical"
49966,64,"Male",53,6,9,17,"Standard","Annual",142,5,1,"Churned","56-65","Champion (49-60m)","Low (100-299)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","High"
49967,56,"Female",30,30,10,23,"Basic","Quarterly",533,3,1,"Churned","56-65","Established (25-36m)","Mid (500-699)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
49968,56,"Male",23,1,7,2,"Standard","Quarterly",851,24,1,"Churned","56-65","Growing (13-24m)","Mid-High (700-899)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Neglected (22-30d)","High"
49969,50,"Female",48,25,8,16,"Standard","Annual",658,15,1,"Churned","46-55","Loyal (37-48m)","Mid (500-699)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
49970,35,"Male",60,28,9,25,"Standard","Monthly",876,24,1,"Churned","26-35","Champion (49-60m)","Mid-High (700-899)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
49971,43,"Female",32,8,9,24,"Basic","Annual",945,21,1,"Churned","36-45","Established (25-36m)","High (900-1000)","Low (7-12)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49972,37,"Female",47,9,8,18,"Basic","Annual",257,9,1,"Churned","36-45","Loyal (37-48m)","Low (100-299)","Low (7-12)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","High"
49973,27,"Female",32,25,1,21,"Standard","Annual",217,20,1,"Churned","26-35","Established (25-36m)","Low (100-299)","Very High (25-30)","Low (1-2)","Very Late (16-22d)","Concerning (15-21d)","Medium"
49974,31,"Male",46,18,5,26,"Standard","Monthly",912,26,1,"Churned","26-35","Loyal (37-48m)","High (900-1000)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
49975,26,"Female",50,27,8,17,"Standard","Quarterly",302,15,1,"Churned","26-35","Champion (49-60m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
49976,63,"Female",28,5,7,11,"Basic","Annual",164,12,1,"Churned","56-65","Established (25-36m)","Low (100-299)","Very Low (1-6)","High (6-8)","Moderately Late (8-15d)","Mild Gap (8-14d)","High"
49977,62,"Male",28,17,6,20,"Premium","Monthly",236,13,1,"Churned","56-65","Established (25-36m)","Low (100-299)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","High"
49978,46,"Female",41,4,9,18,"Basic","Quarterly",435,28,1,"Churned","46-55","Loyal (37-48m)","Mid-Low (300-499)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
49979,49,"Male",46,22,7,29,"Standard","Monthly",972,19,1,"Churned","46-55","Loyal (37-48m)","High (900-1000)","High (19-24)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49980,50,"Female",6,9,6,26,"Premium","Monthly",550,30,1,"Churned","46-55","Early (1-12m)","Mid (500-699)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
49981,51,"Male",59,28,6,28,"Basic","Monthly",543,14,1,"Churned","46-55","Champion (49-60m)","Mid (500-699)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
49982,47,"Female",8,14,6,21,"Premium","Quarterly",188,10,1,"Churned","46-55","Early (1-12m)","Low (100-299)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
49983,28,"Female",48,1,9,20,"Basic","Annual",573,7,1,"Churned","26-35","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","Critical"
49984,55,"Male",3,4,5,16,"Basic","Monthly",672,28,1,"Churned","46-55","Early (1-12m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","Critical"
49985,59,"Female",30,4,9,26,"Premium","Annual",671,7,1,"Churned","56-65","Established (25-36m)","Mid (500-699)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
49986,62,"Female",10,22,7,26,"Basic","Annual",115,16,1,"Churned","56-65","Early (1-12m)","Low (100-299)","High (19-24)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49987,36,"Female",34,12,5,22,"Premium","Quarterly",216,10,1,"Churned","36-45","Established (25-36m)","Low (100-299)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
49988,18,"Female",33,21,9,18,"Standard","Quarterly",917,15,1,"Churned","18-25","Established (25-36m)","High (900-1000)","High (19-24)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","High"
49989,39,"Female",32,9,5,30,"Premium","Monthly",758,12,1,"Churned","36-45","Established (25-36m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
49990,32,"Female",60,22,5,20,"Standard","Quarterly",690,5,1,"Churned","26-35","Champion (49-60m)","Mid (500-699)","High (19-24)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","High"
49991,37,"Female",33,6,5,25,"Standard","Monthly",387,2,1,"Churned","36-45","Established (25-36m)","Mid-Low (300-499)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","Critical"
49992,62,"Female",1,12,7,29,"Basic","Annual",325,21,1,"Churned","56-65","Early (1-12m)","Mid-Low (300-499)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49993,47,"Female",32,27,2,25,"Standard","Monthly",165,17,1,"Churned","46-55","Established (25-36m)","Low (100-299)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Concerning (15-21d)","Medium"
49994,58,"Male",4,3,6,28,"Standard","Annual",167,12,1,"Churned","56-65","Early (1-12m)","Low (100-299)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
49995,63,"Female",20,24,8,24,"Standard","Monthly",227,19,1,"Churned","56-65","Growing (13-24m)","Low (100-299)","High (19-24)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
49996,43,"Male",48,11,8,27,"Premium","Quarterly",118,22,1,"Churned","36-45","Loyal (37-48m)","Low (100-299)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
49997,63,"Female",41,6,8,16,"Standard","Quarterly",544,1,1,"Churned","56-65","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
49998,24,"Female",42,18,1,23,"Premium","Annual",413,17,1,"Churned","18-25","Loyal (37-48m)","Mid-Low (300-499)","Moderate (13-18)","Low (1-2)","Severely Late (23-30d)","Concerning (15-21d)","Medium"
49999,38,"Female",44,25,9,28,"Basic","Quarterly",185,2,1,"Churned","36-45","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50000,55,"Male",13,4,4,23,"Basic","Quarterly",390,17,1,"Churned","46-55","Growing (13-24m)","Mid-Low (300-499)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50001,31,"Female",39,11,4,21,"Standard","Monthly",372,21,1,"Churned","26-35","Loyal (37-48m)","Mid-Low (300-499)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
50002,38,"Female",58,12,6,28,"Premium","Annual",732,23,1,"Churned","36-45","Champion (49-60m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50003,26,"Male",53,12,9,18,"Standard","Monthly",345,24,1,"Churned","26-35","Champion (49-60m)","Mid-Low (300-499)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
50004,19,"Female",31,16,7,20,"Standard","Monthly",726,24,1,"Churned","18-25","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
50005,33,"Male",34,20,5,28,"Standard","Annual",606,24,1,"Churned","26-35","Established (25-36m)","Mid (500-699)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50006,53,"Male",59,20,8,18,"Premium","Quarterly",147,6,1,"Churned","46-55","Champion (49-60m)","Low (100-299)","High (19-24)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
50007,58,"Female",51,2,3,22,"Standard","Monthly",666,27,1,"Churned","56-65","Champion (49-60m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50008,22,"Female",37,18,5,28,"Standard","Quarterly",388,4,1,"Churned","18-25","Loyal (37-48m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50009,63,"Male",23,1,8,26,"Basic","Monthly",366,7,1,"Churned","56-65","Growing (13-24m)","Mid-Low (300-499)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50010,37,"Female",25,18,5,17,"Premium","Annual",811,19,1,"Churned","36-45","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
50011,23,"Female",9,14,6,28,"Standard","Monthly",994,4,1,"Churned","18-25","Early (1-12m)","High (900-1000)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50012,64,"Female",22,29,7,25,"Premium","Annual",219,24,1,"Churned","56-65","Growing (13-24m)","Low (100-299)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50013,26,"Male",45,10,7,25,"Standard","Monthly",935,5,1,"Churned","26-35","Loyal (37-48m)","High (900-1000)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50014,18,"Male",24,20,8,18,"Basic","Quarterly",268,11,1,"Churned","18-25","Growing (13-24m)","Low (100-299)","High (19-24)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","High"
50015,35,"Female",4,2,1,5,"Basic","Monthly",328,21,1,"Churned","26-35","Early (1-12m)","Mid-Low (300-499)","Very Low (1-6)","Low (1-2)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
50016,42,"Male",44,25,6,18,"Premium","Quarterly",333,4,1,"Churned","36-45","Loyal (37-48m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
50017,31,"Female",31,12,5,19,"Premium","Quarterly",823,22,1,"Churned","26-35","Established (25-36m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
50018,49,"Female",43,2,0,13,"Premium","Annual",287,7,1,"Churned","46-55","Loyal (37-48m)","Low (100-299)","Very Low (1-6)","No Calls","Moderately Late (8-15d)","Recent (1-7d)","Low"
50019,57,"Male",31,4,5,26,"Standard","Quarterly",816,8,1,"Churned","56-65","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50020,61,"Female",54,6,7,26,"Basic","Monthly",410,29,1,"Churned","56-65","Champion (49-60m)","Mid-Low (300-499)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50021,56,"Female",38,25,9,19,"Standard","Monthly",644,22,1,"Churned","56-65","Loyal (37-48m)","Mid (500-699)","Very High (25-30)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
50022,26,"Female",33,16,6,28,"Standard","Monthly",242,27,1,"Churned","26-35","Established (25-36m)","Low (100-299)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50023,33,"Female",7,25,8,24,"Standard","Annual",318,15,1,"Churned","26-35","Early (1-12m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50024,49,"Female",5,4,4,24,"Premium","Quarterly",142,10,1,"Churned","46-55","Early (1-12m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50025,19,"Male",27,23,6,16,"Standard","Annual",989,7,1,"Churned","18-25","Established (25-36m)","High (900-1000)","High (19-24)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
50026,20,"Female",45,10,2,23,"Premium","Annual",203,18,1,"Churned","18-25","Loyal (37-48m)","Low (100-299)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Concerning (15-21d)","Medium"
50027,28,"Female",43,30,4,30,"Basic","Quarterly",418,8,1,"Churned","26-35","Loyal (37-48m)","Mid-Low (300-499)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","High"
50028,38,"Female",27,7,5,19,"Basic","Monthly",885,28,1,"Churned","36-45","Established (25-36m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
50029,25,"Female",38,3,6,20,"Basic","Annual",147,12,1,"Churned","18-25","Loyal (37-48m)","Low (100-299)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
50030,63,"Male",37,3,7,12,"Premium","Quarterly",985,6,1,"Churned","56-65","Loyal (37-48m)","High (900-1000)","Very Low (1-6)","High (6-8)","Moderately Late (8-15d)","Recent (1-7d)","High"
50031,19,"Female",38,23,5,29,"Premium","Annual",734,14,1,"Churned","18-25","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50032,35,"Male",39,28,7,30,"Standard","Quarterly",363,12,1,"Churned","26-35","Loyal (37-48m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50033,39,"Female",31,20,10,24,"Premium","Quarterly",921,1,1,"Churned","36-45","Established (25-36m)","High (900-1000)","High (19-24)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50034,62,"Male",19,1,9,1,"Premium","Quarterly",673,8,1,"Churned","56-65","Growing (13-24m)","Mid (500-699)","Very Low (1-6)","Critical (9-10)","Slightly Late (1-7d)","Mild Gap (8-14d)","High"
50035,52,"Female",15,5,7,8,"Standard","Annual",295,16,1,"Churned","46-55","Growing (13-24m)","Low (100-299)","Very Low (1-6)","High (6-8)","Moderately Late (8-15d)","Concerning (15-21d)","High"
50036,26,"Female",43,26,4,23,"Standard","Annual",294,18,1,"Churned","26-35","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
50037,36,"Female",53,10,5,17,"Basic","Quarterly",947,25,1,"Churned","36-45","Champion (49-60m)","High (900-1000)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
50038,38,"Female",33,5,6,28,"Premium","Annual",264,27,1,"Churned","36-45","Established (25-36m)","Low (100-299)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50039,20,"Female",14,26,8,28,"Premium","Monthly",378,22,1,"Churned","18-25","Growing (13-24m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50040,46,"Female",3,26,5,21,"Standard","Monthly",727,18,1,"Churned","46-55","Early (1-12m)","Mid-High (700-899)","Very High (25-30)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","Critical"
50041,40,"Female",26,18,5,20,"Standard","Quarterly",128,28,1,"Churned","36-45","Established (25-36m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
50042,22,"Female",8,17,9,23,"Premium","Monthly",132,2,1,"Churned","18-25","Early (1-12m)","Low (100-299)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50043,28,"Male",25,28,9,18,"Premium","Annual",141,9,1,"Churned","26-35","Established (25-36m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Very Late (16-22d)","Mild Gap (8-14d)","High"
50044,54,"Male",49,4,9,14,"Basic","Monthly",835,19,1,"Churned","46-55","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Moderately Late (8-15d)","Concerning (15-21d)","High"
50045,24,"Female",19,23,2,21,"Premium","Monthly",970,8,1,"Churned","18-25","Growing (13-24m)","High (900-1000)","High (19-24)","Low (1-2)","Very Late (16-22d)","Mild Gap (8-14d)","Medium"
50046,47,"Male",43,12,6,19,"Basic","Quarterly",690,5,1,"Churned","46-55","Loyal (37-48m)","Mid (500-699)","Low (7-12)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
50047,61,"Male",24,26,10,19,"Premium","Annual",444,4,1,"Churned","56-65","Growing (13-24m)","Mid-Low (300-499)","Very High (25-30)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","High"
50048,51,"Male",52,25,10,29,"Standard","Monthly",500,15,1,"Churned","46-55","Champion (49-60m)","Mid (500-699)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50049,62,"Female",20,26,7,24,"Basic","Monthly",727,1,1,"Churned","56-65","Growing (13-24m)","Mid-High (700-899)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50050,25,"Male",25,29,6,28,"Premium","Quarterly",624,18,1,"Churned","18-25","Established (25-36m)","Mid (500-699)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50051,42,"Male",3,1,4,13,"Basic","Quarterly",923,29,1,"Churned","36-45","Early (1-12m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
50052,62,"Female",60,3,10,9,"Basic","Quarterly",575,19,1,"Churned","56-65","Champion (49-60m)","Mid (500-699)","Very Low (1-6)","Critical (9-10)","Moderately Late (8-15d)","Concerning (15-21d)","High"
50053,46,"Female",50,28,9,25,"Standard","Quarterly",953,11,1,"Churned","46-55","Champion (49-60m)","High (900-1000)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50054,25,"Female",34,3,5,28,"Basic","Monthly",718,17,1,"Churned","18-25","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50055,56,"Female",24,3,9,2,"Standard","Monthly",424,12,1,"Churned","56-65","Growing (13-24m)","Mid-Low (300-499)","Very Low (1-6)","Critical (9-10)","Slightly Late (1-7d)","Mild Gap (8-14d)","High"
50056,58,"Female",36,17,8,23,"Standard","Quarterly",943,16,1,"Churned","56-65","Established (25-36m)","High (900-1000)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50057,28,"Female",32,11,10,19,"Basic","Monthly",620,28,1,"Churned","26-35","Established (25-36m)","Mid (500-699)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
50058,32,"Female",50,19,9,30,"Standard","Quarterly",317,28,1,"Churned","26-35","Champion (49-60m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50059,53,"Female",49,12,5,19,"Premium","Monthly",115,7,1,"Churned","46-55","Champion (49-60m)","Low (100-299)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","High"
50060,22,"Male",1,2,6,19,"Basic","Monthly",131,20,1,"Churned","18-25","Early (1-12m)","Low (100-299)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","Critical"
50061,22,"Female",9,30,10,29,"Basic","Annual",482,26,1,"Churned","18-25","Early (1-12m)","Mid-Low (300-499)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50062,27,"Female",34,18,6,20,"Premium","Quarterly",462,19,1,"Churned","26-35","Established (25-36m)","Mid-Low (300-499)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
50063,52,"Male",35,22,6,22,"Standard","Monthly",345,21,1,"Churned","46-55","Established (25-36m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","Critical"
50064,58,"Male",52,2,9,29,"Standard","Annual",938,21,1,"Churned","56-65","Champion (49-60m)","High (900-1000)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50065,40,"Female",53,25,2,29,"Premium","Monthly",911,28,1,"Churned","36-45","Champion (49-60m)","High (900-1000)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
